source_scope	source_path	target_unit	target_layer	target_path	result	note
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/020.security/021_SECURITY_OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/021_SECURITY_OVERVIEW.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/51.audit/020.architecture/024_AUDIT_ARCHITECTURE.md	51.audit	020.architecture	/data/data/com.termux/files/home/02.ERP-system/51.audit/020.architecture/024_AUDIT_ARCHITECTURE.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/020.security/025_OPERATION_LOG_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/025_OPERATION_LOG_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/51.audit/030.model/026_COMPLIANCE_AUDIT_MODEL.md	51.audit	030.model	/data/data/com.termux/files/home/02.ERP-system/51.audit/030.model/026_COMPLIANCE_AUDIT_MODEL.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/020.security/027_ERP_JOB_MONITORING_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/027_ERP_JOB_MONITORING_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/020.security/028_ERP_RUNTIME_HEALTH_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/028_ERP_RUNTIME_HEALTH_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/020.security/096_ERP_ERROR_HANDLING_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/096_ERP_ERROR_HANDLING_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/020.security/097_ERP_DATA_RETENTION_POLICY.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/097_ERP_DATA_RETENTION_POLICY.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/020.security/098_ERP_DISASTER_RECOVERY_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/098_ERP_DISASTER_RECOVERY_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/030.identity/030_IDENTITY_INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/030_IDENTITY_INDEX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/030.identity/031_IDENTITY_OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/031_IDENTITY_OVERVIEW.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/030.identity/034_ERP_IDENTITY_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/034_ERP_IDENTITY_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/040.permission/040_PERMISSION_INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/040_PERMISSION_INDEX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/040.permission/041_PERMISSION_OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/041_PERMISSION_OVERVIEW.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/040.permission/044_ERP_ROLE_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/044_ERP_ROLE_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/040.permission/045_ERP_PERMISSION_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/045_ERP_PERMISSION_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/040.permission/046_ERP_AUTHORIZATION_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/046_ERP_AUTHORIZATION_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/050_EVENT_INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/050_EVENT_INDEX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/051_EVENT_OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/051_EVENT_OVERVIEW.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/078_ERP_MODULE_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/078_ERP_MODULE_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/079_ERP_FUNCTION_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/079_ERP_FUNCTION_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/080_ERP_COMMAND_EXECUTION_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/080_ERP_COMMAND_EXECUTION_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/50.approval/020.architecture/081_ERP_APPROVAL_ENGINE_ARCHITECTURE.md	50.approval	020.architecture	/data/data/com.termux/files/home/02.ERP-system/50.approval/020.architecture/081_ERP_APPROVAL_ENGINE_ARCHITECTURE.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/082_ERP_FINALIZE_EVENT_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/082_ERP_FINALIZE_EVENT_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/50.approval/120.implementation/083_ERP_APPROVAL_EXECUTION_MAPPING.md	50.approval	120.implementation	/data/data/com.termux/files/home/02.ERP-system/50.approval/120.implementation/083_ERP_APPROVAL_EXECUTION_MAPPING.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/084_ERP_EVENT_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/084_ERP_EVENT_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/085_ERP_EVENT_REGISTRY.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/085_ERP_EVENT_REGISTRY.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/086_ERP_EVENT_DISPATCH_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/086_ERP_EVENT_DISPATCH_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/090_ERP_OPERATION_QUEUE_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/090_ERP_OPERATION_QUEUE_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/091_ERP_BUSINESS_FINALIZATION_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/091_ERP_BUSINESS_FINALIZATION_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/092_ERP_EXECUTION_RUNTIME_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/092_ERP_EXECUTION_RUNTIME_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/093_ERP_NOTIFICATION_DISPATCH_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/093_ERP_NOTIFICATION_DISPATCH_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/094_ERP_AI_AUTOMATION_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/094_ERP_AI_AUTOMATION_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/094_ERP_TRANSACTION_BOUNDARY_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/094_ERP_TRANSACTION_BOUNDARY_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/095_ERP_EVENT_STANDARD.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/095_ERP_EVENT_STANDARD.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/050.event/096_ERP_LOOP_SCHEDULER_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/096_ERP_LOOP_SCHEDULER_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/060_DATA_INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/060_DATA_INDEX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/061_DATA_OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/061_DATA_OVERVIEW.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/52.master-data/020.architecture/062_MASTER_DATA_ARCHITECTURE.md	52.master-data	020.architecture	/data/data/com.termux/files/home/02.ERP-system/52.master-data/020.architecture/062_MASTER_DATA_ARCHITECTURE.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/063_COMPANY_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/063_COMPANY_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/064_ORGANIZATION_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/064_ORGANIZATION_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/065_PARTNER_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/065_PARTNER_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/066_PRODUCT_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/066_PRODUCT_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/067_EMPLOYEE_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/067_EMPLOYEE_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/068_ERP_CONFIGURATION_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/068_ERP_CONFIGURATION_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/069_ERP_PARAMETER_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/069_ERP_PARAMETER_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/070_ERP_FEATURE_FLAG_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/070_ERP_FEATURE_FLAG_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/071_ERP_ATTACHMENT_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/071_ERP_ATTACHMENT_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/072_ERP_FILE_STORAGE_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/072_ERP_FILE_STORAGE_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/073_ERP_SCHEMA_VERSION_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/073_ERP_SCHEMA_VERSION_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/060.data/074_ERP_MIGRATION_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/074_ERP_MIGRATION_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/070.integration/070_INTEGRATION_INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/070_INTEGRATION_INDEX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/070.integration/071_INTEGRATION_OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/071_INTEGRATION_OVERVIEW.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/070.integration/076_CIVILIZATION_ERP_BRIDGE_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/076_CIVILIZATION_ERP_BRIDGE_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/070.integration/077_BUSINESS_TO_ERP_REQUEST_BRIDGE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/077_BUSINESS_TO_ERP_REQUEST_BRIDGE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/070.integration/078_ERP_INTEGRATION_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/078_ERP_INTEGRATION_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/070.integration/079_ERP_EXTERNAL_API_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/079_ERP_EXTERNAL_API_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/070.integration/080_ERP_CONNECTOR_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/080_ERP_CONNECTOR_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/070.integration/090_REAL_WORLD_BOUNDARY_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/090_REAL_WORLD_BOUNDARY_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/080_WORKFLOW_INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/080_WORKFLOW_INDEX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/081_WORKFLOW_OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/081_WORKFLOW_OVERVIEW.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/084_ERP_SCHEDULER_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/084_ERP_SCHEDULER_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/085_ERP_JOB_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/085_ERP_JOB_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/086_ERP_BATCH_RUNTIME.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/086_ERP_BATCH_RUNTIME.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/087_ERP_NOTIFICATION_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/087_ERP_NOTIFICATION_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/088_ERP_ALERT_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/088_ERP_ALERT_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/14.logistics/02.delivery/030.model/089_ERP_MESSAGE_DELIVERY_MODEL.md	14.logistics/02.delivery	030.model	/data/data/com.termux/files/home/02.ERP-system/14.logistics/02.delivery/030.model/089_ERP_MESSAGE_DELIVERY_MODEL.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/090_ERP_WORKFLOW_ENGINE_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/090_ERP_WORKFLOW_ENGINE_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/091_ERP_WORKFLOW_MODEL.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/091_ERP_WORKFLOW_MODEL.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/080.workflow/092_ERP_WORKFLOW_STATE_MACHINE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/092_ERP_WORKFLOW_STATE_MACHINE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/51.audit/020.architecture/090_AUDIT_ARCHITECTURE.md	51.audit	020.architecture	/data/data/com.termux/files/home/02.ERP-system/51.audit/020.architecture/090_AUDIT_ARCHITECTURE.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/51.audit/120.implementation/090_AUDIT_INDEX.md	51.audit	120.implementation	/data/data/com.termux/files/home/02.ERP-system/51.audit/120.implementation/090_AUDIT_INDEX.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/51.audit/020.architecture/091_GOVERNANCE_ARCHITECTURE.md	51.audit	020.architecture	/data/data/com.termux/files/home/02.ERP-system/51.audit/020.architecture/091_GOVERNANCE_ARCHITECTURE.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/095.interface/095_INTERFACE_ARCHITECTURE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/095_INTERFACE_ARCHITECTURE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/095.interface/095_INTERFACE_INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/095_INTERFACE_INDEX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/400.expansion-program/437_ERP_EXPANSION_PROGRAM_CURRENT_STATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/437_ERP_EXPANSION_PROGRAM_CURRENT_STATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/52.master-data/120.implementation/438_ERP_EXPANSION_PROGRAM_MASTER_ROADMAP.md	52.master-data	120.implementation	/data/data/com.termux/files/home/02.ERP-system/52.master-data/120.implementation/438_ERP_EXPANSION_PROGRAM_MASTER_ROADMAP.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/400.expansion-program/439_ERP_EXPANSION_PROGRAM_DOMAIN_STATUS_MATRIX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/439_ERP_EXPANSION_PROGRAM_DOMAIN_STATUS_MATRIX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/400.expansion-program/440_ERP_EXPANSION_PROGRAM_NEXT_DECISION_GATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/440_ERP_EXPANSION_PROGRAM_NEXT_DECISION_GATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/400.expansion-program/441_ERP_EXPANSION_PROGRAM_NAVIGATION_NOTE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/441_ERP_EXPANSION_PROGRAM_NAVIGATION_NOTE.md	module_unknown	could not classify module/submodule
