unit_path	op_kind	source_path	target_path	result	note
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/120.implementation	/data/data/com.termux/files/home/02.ERP-system/01.sales/120.implementation	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/130.development	/data/data/com.termux/files/home/02.ERP-system/01.sales/130.development	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/920.meta	/data/data/com.termux/files/home/02.ERP-system/01.sales/920.meta	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/010.constitution	/data/data/com.termux/files/home/02.ERP-system/01.sales/010.constitution	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/010.constitution/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/010.constitution/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/010.constitution/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/010.constitution/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/020.architecture	/data/data/com.termux/files/home/02.ERP-system/01.sales/020.architecture	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/020.architecture/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/020.architecture/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/020.architecture/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/020.architecture/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/030.model	/data/data/com.termux/files/home/02.ERP-system/01.sales/030.model	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/030.model/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/030.model/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/030.model/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/030.model/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/050.flow	/data/data/com.termux/files/home/02.ERP-system/01.sales/050.flow	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/050.flow/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/050.flow/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/050.flow/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/050.flow/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/060.integration	/data/data/com.termux/files/home/02.ERP-system/01.sales/060.integration	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/060.integration/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/060.integration/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/060.integration/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/060.integration/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/070.operations	/data/data/com.termux/files/home/02.ERP-system/01.sales/070.operations	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/070.operations/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/070.operations/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/070.operations/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/070.operations/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/080.policy	/data/data/com.termux/files/home/02.ERP-system/01.sales/080.policy	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/080.policy/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/080.policy/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/080.policy/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/080.policy/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/100.security	/data/data/com.termux/files/home/02.ERP-system/01.sales/100.security	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/100.security/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/100.security/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/100.security/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/100.security/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/110.infrastructure	/data/data/com.termux/files/home/02.ERP-system/01.sales/110.infrastructure	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/110.infrastructure/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/110.infrastructure/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/110.infrastructure/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/110.infrastructure/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/120.implementation	/data/data/com.termux/files/home/02.ERP-system/01.sales/120.implementation	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/120.implementation/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/120.implementation/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/120.implementation/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/120.implementation/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/130.development	/data/data/com.termux/files/home/02.ERP-system/01.sales/130.development	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/130.development/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/130.development/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/130.development/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/130.development/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	dir	/data/data/com.termux/files/home/02.ERP-system/01.sales/920.meta	/data/data/com.termux/files/home/02.ERP-system/01.sales/920.meta	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	index	/data/data/com.termux/files/home/02.ERP-system/01.sales/920.meta/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/920.meta/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/01.sales	overview	/data/data/com.termux/files/home/02.ERP-system/01.sales/920.meta/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/01.sales/920.meta/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/010.constitution	/data/data/com.termux/files/home/02.ERP-system/02.sfa/010.constitution	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/020.architecture	/data/data/com.termux/files/home/02.ERP-system/02.sfa/020.architecture	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/030.model	/data/data/com.termux/files/home/02.ERP-system/02.sfa/030.model	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/050.flow	/data/data/com.termux/files/home/02.ERP-system/02.sfa/050.flow	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/060.integration	/data/data/com.termux/files/home/02.ERP-system/02.sfa/060.integration	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/070.operations	/data/data/com.termux/files/home/02.ERP-system/02.sfa/070.operations	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/080.policy	/data/data/com.termux/files/home/02.ERP-system/02.sfa/080.policy	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/100.security	/data/data/com.termux/files/home/02.ERP-system/02.sfa/100.security	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/110.infrastructure	/data/data/com.termux/files/home/02.ERP-system/02.sfa/110.infrastructure	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/120.implementation	/data/data/com.termux/files/home/02.ERP-system/02.sfa/120.implementation	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/130.development	/data/data/com.termux/files/home/02.ERP-system/02.sfa/130.development	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/920.meta	/data/data/com.termux/files/home/02.ERP-system/02.sfa/920.meta	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/010.constitution	/data/data/com.termux/files/home/02.ERP-system/02.sfa/010.constitution	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/010.constitution/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/010.constitution/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/010.constitution/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/010.constitution/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/020.architecture	/data/data/com.termux/files/home/02.ERP-system/02.sfa/020.architecture	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/020.architecture/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/020.architecture/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/020.architecture/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/020.architecture/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/030.model	/data/data/com.termux/files/home/02.ERP-system/02.sfa/030.model	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/030.model/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/030.model/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/030.model/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/030.model/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/050.flow	/data/data/com.termux/files/home/02.ERP-system/02.sfa/050.flow	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/050.flow/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/050.flow/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/050.flow/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/050.flow/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/060.integration	/data/data/com.termux/files/home/02.ERP-system/02.sfa/060.integration	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/060.integration/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/060.integration/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/060.integration/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/060.integration/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/070.operations	/data/data/com.termux/files/home/02.ERP-system/02.sfa/070.operations	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/070.operations/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/070.operations/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/070.operations/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/070.operations/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/080.policy	/data/data/com.termux/files/home/02.ERP-system/02.sfa/080.policy	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/080.policy/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/080.policy/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/080.policy/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/080.policy/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/100.security	/data/data/com.termux/files/home/02.ERP-system/02.sfa/100.security	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/100.security/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/100.security/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/100.security/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/100.security/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/110.infrastructure	/data/data/com.termux/files/home/02.ERP-system/02.sfa/110.infrastructure	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/110.infrastructure/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/110.infrastructure/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/110.infrastructure/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/110.infrastructure/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/120.implementation	/data/data/com.termux/files/home/02.ERP-system/02.sfa/120.implementation	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/120.implementation/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/120.implementation/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/120.implementation/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/120.implementation/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/130.development	/data/data/com.termux/files/home/02.ERP-system/02.sfa/130.development	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/130.development/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/130.development/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/130.development/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/130.development/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	dir	/data/data/com.termux/files/home/02.ERP-system/02.sfa/920.meta	/data/data/com.termux/files/home/02.ERP-system/02.sfa/920.meta	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	index	/data/data/com.termux/files/home/02.ERP-system/02.sfa/920.meta/INDEX.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/920.meta/INDEX.md	exists	index already exists
/data/data/com.termux/files/home/02.ERP-system/02.sfa	overview	/data/data/com.termux/files/home/02.ERP-system/02.sfa/920.meta/OVERVIEW.md	/data/data/com.termux/files/home/02.ERP-system/02.sfa/920.meta/OVERVIEW.md	exists	overview already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/010.constitution	/data/data/com.termux/files/home/02.ERP-system/03.crm/010.constitution	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/020.architecture	/data/data/com.termux/files/home/02.ERP-system/03.crm/020.architecture	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/030.model	/data/data/com.termux/files/home/02.ERP-system/03.crm/030.model	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/050.flow	/data/data/com.termux/files/home/02.ERP-system/03.crm/050.flow	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/060.integration	/data/data/com.termux/files/home/02.ERP-system/03.crm/060.integration	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/070.operations	/data/data/com.termux/files/home/02.ERP-system/03.crm/070.operations	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/080.policy	/data/data/com.termux/files/home/02.ERP-system/03.crm/080.policy	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/100.security	/data/data/com.termux/files/home/02.ERP-system/03.crm/100.security	exists	directory already exists
/data/data/com.termux/files/home/02.ERP-system/03.crm	dir	/data/data/com.termux/files/home/02.ERP-system/03.crm/110.infrastructure	/data/data/com.termux/files/home/02.ERP-system/03.crm/110.infrastructure	exists	directory already exists
